Id,Age,Genre,Education,Pays,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
537,25-34,Female,Université,USA,Blanc,0.91093,0.00332,0.88309,29,-0.52745,13.63% ,11.83% ,5,4,0,6,6,2,4,6,0,2,3,2,0,2,3,2,6,0,1,
538,18-24,Female,Université,UK,Blanc,1.37297,0.80523,-0.97631,0.94156,-0.65253,11.46% ,11.62% ,6,0,3,0,5,4,5,3,0,3,0,0,3,0,0,0,3,0,0,
539,45-54,Female,Collège ou université aucun certificat ou diplome,UK,Asiatique ,0.73545,-0.30033,37,0.76096,-0.89891,14.64% ,4.62% ,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,
540,35-44,Female,Université,UK,Blanc,1.13281,-0.30033,-0.01928,0.59042,0.58489,13.63% ,13.21% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,
541,45-54,Male,Matrise,UK,Blanc,24,1.28610,-0.17779,0.59042,1.81175,1.06% ,7.00% ,6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
542,45-54,Female,Université,UK,Blanc,26,0.32197,-0.17779,-0.91699,0.12331,14.64% ,4.62% ,5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,
543,45-54,Female,Université,Autre,Noir,0.22393,0.80523,-0.01928,0.76096,0.41594,13.63% ,11.62% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
544,35-44,Male,À quitté l'école à 17 ans,UK,Blanc,0.73545,0.80523,0.88309,-1.21213,-1.01450,13.63% ,11.14% ,6,1,1,5,6,5,5,2,0,2,1,2,4,1,0,1,6,0,1,
545,25-34,Female,Université,UK,Blanc,0.82562,0.63779,-0.97631,-0.76096,0.25953,18.83% ,11.83% ,6,0,0,0,5,0,5,2,0,2,0,0,0,0,0,0,5,0,0,
546,18-24,Female,À quitté l'école à 16 ans,UK,Blanc,1.23461,-0.57545,-0.71727,-0.76096,-1.01450,7.85% ,11.83% ,5,0,2,0,6,4,5,0,0,0,0,0,0,0,0,0,6,0,1,
547,35-44,Female,Certificat ou diplome professionel,UK,Blanc,1.60383,0.16767,-0.45174,0.59042,-0.78155,16.29% ,11.83% ,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
548,45-54,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,27,-0.43999,0.88309,3.15735,-0.00665,14.64% ,7.00% ,2,2,0,2,6,2,6,2,2,0,0,0,0,1,2,0,6,0,0,
549,25-34,Female,Matrise,UK,Blanc,20,-0.69509,-0.97631,-0.45321,2.04506,14.64% ,8.97% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
550,18-24,Male,Université,UK,Blanc,1.23461,-0.43999,0.14143,0.13136,28,11.46% ,7.00% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,
551,25-34,Female,Matrise,Autre,Blanc,25,1.11406,0.14143,-0.60633,-0.14277,18.83% ,8.97% ,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,
552,18-24,Female,Université,UK,Blanc,-0.14882,-0.43999,36,0.76096,1.30612,14.64% ,11.19% ,6,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,2,0,0,
553,35-44,Female,Matrise,UK,Blanc,28,1.28610,0.14143,-1.07533,1.13407,18.83% ,11.14% ,4,2,1,0,6,4,5,3,0,3,0,3,3,3,0,3,3,0,0,
554,18-24,Female,Matrise,UK,Blanc,1.72012,29,-0.17779,0.76096,0.25953,18.83% ,7.00% ,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
555,25-34,Female,Matrise,Autre,Mixed-Blanc/Noir,1.02119,26,-0.45174,-0.01729,0.41594,16.29% ,3.77% ,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,
556,25-34,Female,Doctorat,UK,Blanc,0.62967,0.47617,-0.45174,-0.01729,1.30612,11.46% ,11.62% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
557,45-54,Female,Matrise,UK,Blanc,0.22393,-0.94779,-1.11902,-0.01729,0.93949,16.29% ,7.00% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
558,18-24,Female,Université,UK,Blanc,-0.14882,-0.30033,0.29338,-0.15487,0.25953,14.64% ,11.19% ,6,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,0,
559,25-34,Female,Université,UK,Blanc,21,0.96248,-0.17779,1.45039,1.30612,16.29% ,11.83% ,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
560,18-24,Female,Université,UK,Blanc,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,7.85% ,11.14% ,5,2,2,0,6,2,3,2,0,0,0,0,0,0,0,0,2,0,0,
561,45-54,Female,Université,UK,Blanc,28,0.00332,0.44585,0.28783,1.13407,13.63% ,11.19% ,6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0,0,
562,18-24,Female,Université,UK,Blanc,1.02119,0.16767,-0.71727,0.28783,0.41594,16.29% ,11.19% ,6,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
563,35-44,Female,Université,UK,Blanc,0.62967,0.63779,0.44585,-1.07533,0.75830,18.83% ,11.83% ,5,1,0,3,6,2,6,2,0,2,0,2,0,0,0,0,3,0,0,
564,35-44,Female,Matrise,UK,Autre ,2.61139,0.47617,35,-0.30172,1.46191,18.83% ,8.97% ,6,0,1,1,6,2,6,0,0,0,0,0,0,1,0,1,6,0,1,
565,25-34,Female,Matrise,UK,Blanc,0.82562,0.32197,-0.58331,31,-0.27607,13.63% ,11.62% ,5,0,3,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,
566,45-54,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,5.52% ,8.97% ,2,6,0,0,6,3,5,1,0,0,0,0,0,0,0,1,6,0,1,
567,45-54,Female,Matrise,UK,Blanc,0.31287,-0.80615,0.14143,0.59042,-0.78155,16.29% ,8.97% ,5,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
568,18-24,Female,Université,UK,Blanc,0.91093,1.11406,-0.97631,0.94156,0.58489,14.64% ,7.00% ,5,2,2,2,5,4,6,0,0,2,0,0,0,0,0,0,6,0,1,
569,18-24,Male,Université,UK,Blanc,1.83990,0.63779,1.24033,-0.91699,-0.52745,18.83% ,11.62% ,6,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,6,0,0,
570,35-44,Male,Matrise,UK,Blanc,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,18.83% ,11.83% ,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,
571,35-44,Female,Doctorat,UK,Blanc,-0.34799,0.80523,-0.17779,-0.91699,2.63199,16.29% ,11.19% ,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,1,
572,35-44,Female,Certificat ou diplome professionel,Australie,Blanc,0.22393,1.11406,-1.11902,31,-0.40581,11.46% ,11.19% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,
573,18-24,Female,Matrise,UK,Blanc,21,1.93886,-0.17779,1.11406,1.81175,13.63% ,11.19% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
574,35-44,Male,Certificat ou diplome professionel,UK,Blanc,1.23461,-1.23177,34,-1.07533,-0.65253,5.52% ,11.62% ,6,1,1,1,6,3,6,1,0,1,0,0,0,1,0,0,6,0,1,
575,55-64,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,27,0.96248,0.44585,-0.60633,-0.40581,11.46% ,11.83% ,5,0,0,2,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,
576,35-44,Female,Université,UK,Blanc,2.12700,29,33,0.59042,28,16.29% ,4.62% ,6,1,0,0,5,2,6,1,0,1,0,0,0,1,0,0,2,0,0,
577,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,20,0.80523,35,-0.45321,1.13407,18.83% ,11.62% ,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,6,0,0,
578,25-34,Female,Matrise,UK,Autre ,0.82562,0.32197,0.14143,0.59042,0.93949,16.29% ,11.19% ,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
579,25-34,Female,Université,UK,Blanc,1.02119,0.80523,-0.71727,1.28610,-0.14277,16.29% ,11.83% ,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0,
580,45-54,Female,Matrise,UK,Blanc,1.02119,-0.15487,0.29338,1.11406,1.46191,14.64% ,4.62% ,6,1,0,2,4,1,6,0,0,0,0,0,0,1,0,1,1,0,0,
581,18-24,Female,Matrise,UK,Blanc,-0.14882,0.80523,0.58331,0.13136,0.75830,18.83% ,11.83% ,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,
582,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,25,0.00332,-1.11902,-0.01729,27,5.52% ,11.83% ,6,1,1,1,6,2,6,2,0,1,0,0,0,1,0,1,2,0,0,
583,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,27,1.58487,0.44585,-0.30172,-0.65253,10.34% ,11.19% ,6,0,4,0,6,5,6,0,0,5,0,4,2,0,0,2,6,0,0,
584,35-44,Female,Certificat ou diplome professionel,UK,Blanc,0.31287,1.28610,1.65653,-0.30172,0.93949,11.46% ,11.62% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
585,18-24,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,0.62967,0.00332,-0.58331,0.43852,-0.40581,18.83% ,11.14% ,5,0,0,3,6,4,6,0,0,3,0,0,0,0,0,0,3,0,0,
586,25-34,Male,Université,UK,Blanc,-0.24649,0.16767,-0.31776,-1.21213,0.75830,7.85% ,13.21% ,2,0,2,0,3,1,6,0,0,0,0,0,0,0,0,1,1,0,0,
587,18-24,Male,Certificat ou diplome professionel,UK,Blanc,0.73545,-0.57545,1.24033,-1.07533,-0.27607,11.46% ,13.21% ,2,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0,
588,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.31287,0.32197,-0.31776,0.76096,28,13.63% ,11.19% ,5,5,2,4,6,6,6,0,0,0,0,0,3,3,0,3,6,0,0,
589,25-34,Female,À quitté l'école à 16 ans,UK,Blanc,-0.46725,1.58487,0.44585,0.94156,0.12331,18.83% ,11.62% ,5,3,1,3,6,6,6,1,0,1,0,0,0,0,0,1,6,0,0,
590,55-64,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,24,-0.15487,0.29338,-0.91699,0.41594,11.46% ,11.62% ,2,1,0,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,
591,35-44,Male,À quitté l'école avant 16 ans,UK,Blanc,-0.58016,0.00332,-0.58331,-0.60633,0.58489,18.83% ,13.21% ,3,3,2,1,6,6,5,2,0,2,1,0,0,1,1,0,6,0,1,
592,35-44,Female,Université,UK,Blanc,0.41667,-0.43999,-0.31776,32,1.63088,18.83% ,8.97% ,6,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,
593,35-44,Female,Certificat ou diplome professionel,USA,Blanc,14,0.96248,0.14143,0.43852,2.04506,16.29% ,11.83% ,5,0,0,0,6,6,6,2,3,2,0,0,3,0,0,0,6,0,0,
594,25-34,Male,Certificat ou diplome professionel,Autre,Mixed-Blanc/Noir,-0.05188,0.96248,-0.01928,0.59042,0.58489,13.63% ,11.19% ,5,0,3,0,6,5,5,3,0,0,0,0,4,0,0,2,6,0,0,
595,35-44,Male,À quitté l'école à 16 ans,UK,Blanc,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,7.85% ,11.19% ,5,2,3,4,6,5,5,2,0,3,0,2,3,2,0,3,0,0,0,
596,45-54,Male,Certificat ou diplome professionel,Autre,Blanc,0.31287,0.16767,-0.45174,-1.34289,0.41594,18.83% ,11.19% ,6,1,1,2,6,1,4,1,1,0,0,0,0,1,0,1,1,0,0,
597,18-24,Male,À quitté l'école à 16 ans,UK,Blanc,23,0.80523,0.72330,0.94156,0.93949,11.46% ,11.14% ,5,2,0,0,5,5,5,3,0,4,0,0,0,0,0,0,6,0,0,
598,55-64,Female,Certificat ou diplome professionel,Canada,Blanc,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,10.34% ,11.14% ,1,1,1,2,6,4,5,1,1,0,0,0,6,1,3,1,1,0,1,
599,45-54,Female,Certificat ou diplome professionel,USA,Blanc,0.04257,0.16767,-0.58331,0.43852,0.25953,18.83% ,11.19% ,5,1,0,2,6,6,6,1,0,0,0,0,2,1,0,2,3,0,0,
600,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.52135,-0.15487,0.29338,-0.01729,-0.89891,11.46% ,13.21% ,4,0,2,0,5,6,6,0,0,0,0,0,2,0,0,3,6,0,0,
601,45-54,Female,Matrise,UK,Blanc,0.73545,-0.57545,-0.58331,1.81866,0.12331,16.29% ,7.00% ,6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,
602,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,1.02119,1.11406,0.72330,0.13136,-1.01450,5.52% ,11.14% ,4,5,0,0,6,6,5,4,0,4,0,3,4,0,0,4,6,0,0,
603,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,0.52135,28,-1.11902,29,0.58489,11.46% ,11.14% ,6,3,0,0,6,6,5,0,0,0,0,0,3,0,0,0,6,0,2,
604,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,1.98437,-0.94779,0.72330,-0.60633,-1.01450,11.46% ,11.19% ,6,3,0,2,6,6,3,0,0,2,0,0,6,3,3,4,6,0,0,
605,25-34,Male,Université,USA,Blanc,-0.67825,-0.80615,-0.45174,33,0.12331,16.29% ,11.83% ,5,0,0,2,6,5,5,2,0,2,0,2,2,3,0,3,5,0,2,
606,35-44,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,0.41667,0.32197,0.29338,0.94156,0.41594,16.29% ,11.19% ,5,0,0,5,6,5,4,1,0,0,0,0,0,0,2,1,5,0,0,
607,55-64,Female,Matrise,USA,Blanc,15,1.11406,1.88511,1.28610,-1.01450,16.29% ,11.19% ,5,3,1,2,6,6,6,1,2,0,1,0,0,1,0,1,0,0,0,
608,18-24,Male,Université,UK,Blanc,-0.46725,0.00332,-1.11902,1.45039,-0.78155,18.83% ,11.14% ,5,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,3,0,0,
609,45-54,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,-0.05188,0.00332,0.88309,2.03972,-0.14277,16.29% ,11.62% ,2,1,0,0,6,3,3,1,1,0,1,0,0,1,0,1,6,0,0,
610,25-34,Male,Université,UK,Blanc,21,1.28610,1.24033,0.13136,1.13407,11.46% ,5.46% ,6,6,4,4,6,6,6,6,2,4,2,3,4,2,0,3,1,0,5,
611,55-64,Female,Certificat ou diplome professionel,Canada,Blanc,1.23461,-0.80615,36,1.11406,30,5.52% ,11.83% ,4,1,0,1,5,5,4,3,3,0,0,0,0,1,0,4,1,0,1,
612,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,27,0.96248,0.88309,0.13136,-0.65253,13.63% ,5.46% ,6,1,2,0,6,6,6,2,0,3,0,0,3,1,0,0,6,0,0,
613,25-34,Male,Université,UK,Blanc,-0.67825,0.32197,-0.58331,1.28610,0.58489,11.46% ,11.14% ,5,0,0,0,6,5,5,0,2,0,0,0,3,0,0,2,6,0,2,
614,35-44,Male,Université,UK,Blanc,25,0.16767,-0.17779,-0.30172,-0.40581,18.83% ,11.19% ,1,1,1,1,6,6,6,1,0,4,0,1,5,1,0,2,1,0,0,
615,25-34,Female,Matrise,UK,Blanc,1.98437,-0.30033,-0.31776,32,-0.65253,13.63% ,11.62% ,6,3,2,5,5,6,6,3,0,2,0,0,6,0,0,2,6,0,1,
616,25-34,Female,À quitté l'école avant 16 ans,USA,Blanc,-0.24649,0.63779,-0.71727,-0.91699,0.25953,7.85% ,11.83% ,3,2,0,3,6,3,4,3,3,3,3,0,0,3,3,2,6,0,2,
617,35-44,Female,Matrise,UK,Blanc,0.13606,-0.15487,-0.45174,0.76096,-0.27607,10.34% ,11.14% ,6,0,0,1,6,2,2,0,0,1,0,0,0,1,0,0,6,0,1,
618,45-54,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,1.02119,0.16767,-0.17779,-0.60633,-1.01450,7.85% ,11.14% ,2,6,1,6,6,6,6,2,1,0,0,0,2,1,2,4,4,0,0,
619,45-54,Male,Certificat ou diplome professionel,Republique d'Ireland,Blanc,27,1.28610,-0.31776,-0.60633,0.75830,16.29% ,11.62% ,3,2,2,3,6,6,5,0,0,0,1,0,5,2,0,2,6,0,1,
620,25-34,Female,Université,UK,Blanc,-0.05188,1.11406,0.88309,0.13136,-0.00665,11.46% ,11.62% ,5,0,2,0,6,3,6,0,0,0,0,0,0,0,0,0,2,0,0,
621,55-64,Male,Matrise,UK,Blanc,-0.67825,-0.94779,0.72330,-0.91699,0.58489,14.64% ,8.97% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
622,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,0.52135,30,-0.45174,1.45039,28,7.85% ,13.21% ,5,0,0,0,6,5,6,0,0,4,0,4,2,0,0,0,6,0,2,
623,35-44,Male,Matrise,UK,Blanc,27,0.63779,-0.17779,-1.34289,0.25953,10.34% ,13.21% ,5,0,1,0,6,2,6,0,0,0,0,0,0,1,0,1,1,0,0,
624,35-44,Female,Matrise,UK,Blanc,-0.14882,0.47617,-0.31776,0.28783,1.63088,16.29% ,4.62% ,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,
625,45-54,Female,Matrise,UK,Blanc,-0.34799,0.00332,-0.45174,-0.30172,31,5.52% ,11.19% ,6,0,1,0,6,1,6,0,0,0,0,0,1,0,0,1,2,0,1,
626,35-44,Female,Doctorat,UK,Blanc,0.04257,0.00332,37,-0.01729,0.25953,14.64% ,11.83% ,6,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0,
627,35-44,Female,Certificat ou diplome professionel,UK,Blanc,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,16.29% ,4.62% ,6,1,0,0,6,2,6,2,0,2,0,0,0,2,0,2,2,0,0,
628,35-44,Male,Université,UK,Blanc,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,18.83% ,11.83% ,6,1,2,0,6,2,5,0,0,0,0,0,0,1,0,1,2,0,0,
629,35-44,Male,Doctorat,UK,Blanc,21,-0.94779,35,1.81866,0.58489,1.06% ,8.97% ,5,1,1,2,5,5,6,3,0,4,0,0,0,0,0,2,5,0,0,
630,25-34,Female,Doctorat,UK,Blanc,1.23461,-1.09207,37,1.61108,0.25953,14.64% ,4.62% ,5,0,0,0,6,3,5,3,0,0,0,0,0,0,0,0,6,0,0,
631,45-54,Female,Doctorat,UK,Mixed-Blanc/Noir,-0.46725,0.47617,0.58331,0.28783,-0.14277,18.83% ,3.77% ,5,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,
632,35-44,Female,Doctorat,UK,Blanc,0.52135,-0.30033,1.65653,0.28783,1.13407,14.64% ,3.77% ,6,1,0,0,6,2,6,1,0,1,0,0,0,0,0,1,5,0,0,
633,18-24,Female,Université,UK,Blanc,0.41667,-0.15487,-0.31776,2.23427,1.13407,14.64% ,11.19% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
634,18-24,Female,Université,UK,Blanc,1.23461,-0.43999,37,-0.91699,0.75830,14.64% ,3.77% ,5,0,2,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,
635,25-34,Female,Matrise,UK,Blanc,-0.67825,1.74091,0.44585,0.13136,0.25953,16.29% ,11.62% ,5,0,2,2,6,3,5,3,0,2,0,2,3,0,0,2,5,0,0,
636,35-44,Female,Doctorat,UK,Blanc,1.23461,0.16767,-0.01928,-1.07533,-0.65253,18.83% ,11.14% ,6,3,3,6,6,5,5,5,0,5,1,3,3,2,1,2,6,0,1,
637,35-44,Male,Université,UK,Blanc,28,-0.30033,-0.17779,1.11406,-0.52745,16.29% ,11.62% ,5,2,2,2,6,3,6,2,0,2,0,2,0,1,0,2,1,0,0,
638,45-54,Female,Université,UK,Blanc,-0.67825,0.32197,-0.45174,0.43852,-0.00665,13.63% ,11.83% ,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,
639,35-44,Female,Certificat ou diplome professionel,Canada,Blanc,-0.34799,0.16767,-0.97631,0.76096,0.41594,14.64% ,7.00% ,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
640,18-24,Female,Université,UK,Blanc,-0.24649,-0.57545,36,-0.15487,1.63088,16.29% ,11.62% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
641,25-34,Male,À quitté l'école à 16 ans,UK,Blanc,-0.24649,1.74091,0.88309,1.28610,0.41594,11.46% ,5.46% ,5,1,2,3,6,6,6,4,0,3,0,2,2,2,0,2,6,0,0,
642,45-54,Male,Université,UK,Blanc,-0.14882,-0.69509,0.44585,0.13136,-0.14277,18.83% ,11.19% ,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0,
643,35-44,Male,Matrise,UK,Blanc,-0.67825,0.96248,0.88309,2.23427,1.81175,18.83% ,13.21% ,5,1,1,0,4,1,6,0,0,1,0,0,4,0,0,1,1,0,1,
644,25-34,Female,Matrise,UK,Noir,26,0.63779,-0.31776,1.28610,1.30612,16.29% ,13.21% ,5,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,6,0,0,
645,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.22393,-0.30033,34,0.59042,-0.65253,18.83% ,11.62% ,5,3,3,0,5,4,6,5,0,3,0,3,0,0,0,0,3,0,0,
646,45-54,Male,Université,UK,Blanc,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,7.85% ,11.19% ,5,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,
647,18-24,Female,Université,UK,Blanc,-0.46725,-0.15487,-0.31776,-0.15487,0.75830,18.83% ,11.19% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,
648,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,23,1.45421,1.06238,32,0.93949,16.29% ,13.21% ,6,0,0,3,6,5,6,4,0,4,0,0,4,0,3,3,6,0,2,
649,35-44,Female,Matrise,USA,Blanc,1.13281,0.16767,1.06238,2.03972,-1.01450,7.85% ,5.46% ,6,2,1,3,4,6,5,3,4,1,3,0,2,1,0,1,6,0,0,
650,25-34,Female,Université,UK,Blanc,-0.14882,0.80523,37,-0.01729,2.04506,13.63% ,7.00% ,5,2,1,0,2,2,5,2,0,2,0,1,0,1,0,0,2,0,0,
651,45-54,Female,Matrise,UK,Blanc,-0.46725,2.12700,2.44904,1.61108,0.12331,7.85% ,13.21% ,5,2,2,4,6,5,6,4,1,5,0,3,4,2,1,2,6,0,0,
652,25-34,Male,Matrise,UK,Blanc,0.62967,0.47617,0.44585,0.59042,-1.01450,13.63% ,7.00% ,5,0,2,0,6,2,0,2,0,0,0,0,0,0,0,0,1,0,0,
653,18-24,Male,Collège ou université aucun certificat ou diplome,Australie,Blanc,1.02119,1.28610,1.24033,-0.60633,-1.01450,13.63% ,13.21% ,5,5,3,4,6,6,6,3,0,3,0,4,5,5,3,4,6,0,3,
654,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,-0.67825,0.63779,-0.01928,0.13136,-0.00665,7.85% ,13.21% ,6,0,0,0,4,3,6,0,0,0,0,0,3,0,0,3,2,0,0,
655,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,-0.34799,0.96248,-0.71727,0.43852,1.13407,16.29% ,8.97% ,5,0,1,0,6,1,6,0,0,0,0,0,0,1,3,0,2,0,0,
656,25-34,Male,Matrise,Autre,Autre ,-0.46725,1.74091,-0.45174,-0.15487,-1.01450,11.46% ,11.19% ,5,0,0,2,6,4,5,0,3,3,0,3,3,3,0,3,6,0,0,
657,45-54,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,1.23461,-0.57545,0.29338,-1.21213,-1.13788,7.85% ,13.21% ,4,0,0,0,6,6,5,2,3,0,0,0,3,2,0,5,6,0,0,
658,45-54,Male,Certificat ou diplome professionel,UK,Blanc,1.13281,30,1.43533,-0.45321,31,5.52% ,5.46% ,5,1,1,1,6,4,6,1,0,2,1,1,1,1,1,1,6,0,0,
659,18-24,Male,Matrise,UK,Blanc,0.62967,0.16767,0.44585,-0.30172,-0.52745,10.34% ,11.62% ,5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,4,0,0,
660,25-34,Male,Doctorat,Republique d'Ireland,Blanc,28,1.45421,1.88511,-0.91699,-0.40581,7.85% ,13.21% ,5,3,2,0,6,6,5,5,2,4,0,2,0,2,2,2,6,0,1,
661,25-34,Female,Matrise,UK,Noir,24,0.47617,-0.01928,1.11406,0.12331,14.64% ,4.62% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
662,18-24,Female,Université,UK,Blanc,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,14.64% ,8.97% ,6,0,0,0,6,2,6,0,0,0,0,0,3,0,0,0,5,0,0,
663,25-34,Female,Université,UK,Blanc,0.04257,0.16767,0.29338,2.03972,1.81175,11.46% ,7.00% ,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,
664,25-34,Female,Doctorat,UK,Blanc,1.23461,-1.23177,-0.31776,-1.34289,31,18.83% ,11.19% ,6,1,0,3,6,3,4,0,0,0,0,0,0,1,0,0,6,0,1,
665,18-24,Male,Université,UK,Blanc,-0.34799,-0.43999,0.58331,0.28783,-0.52745,11.46% ,11.19% ,5,0,0,0,6,3,6,0,0,0,0,0,3,0,0,2,4,0,0,
666,25-34,Female,Doctorat,UK,Blanc,1.13281,-0.43999,0.14143,0.28783,-0.27607,16.29% ,11.83% ,6,2,2,0,5,2,6,2,1,2,0,2,0,0,0,0,2,0,1,
667,18-24,Male,À quitté l'école à 18 ans,UK,Blanc,19,-0.30033,0.14143,-0.15487,-0.89891,10.34% ,13.21% ,3,0,0,0,6,6,5,0,0,4,0,0,0,0,0,0,6,0,0,
668,35-44,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.91093,-0.69509,1.24033,-0.30172,0.25953,18.83% ,11.62% ,4,2,1,6,4,5,6,4,4,3,5,3,2,2,6,3,6,0,0,
669,45-54,Male,Université,UK,Blanc,21,2.12700,0.14143,0.28783,-0.40581,13.63% ,11.83% ,5,0,1,0,6,2,6,0,0,0,0,0,2,0,0,2,0,0,1,
670,25-34,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.58016,0.96248,0.44585,-0.30172,-0.14277,13.63% ,11.19% ,6,0,3,5,6,6,6,4,0,3,0,0,3,0,0,0,3,0,0,
